"salmon.geneid","zebrafish.geneid","human.geneid","zebrafish.genename","zebrafish.genename_full","human.genename","human.genename_full","gene_name_base"
"ENSSSAG00000097699","ENSDARG00000091271","ENSG00000102901","cenpt","cenpt","CENPT","CENPT","cenpt"
"ENSSSAG00000097704","ENSDARG00000035184|ENSDARG00000068227","ENSG00000168890","tmem150a","tmem150ab|tmem150aa","TMEM150A","TMEM150A","tmem150a"
"ENSSSAG00000097705","ENSDARG00000104314","ENSG00000157168","nrg1","nrg1","NRG1","NRG1","nrg1"
"ENSSSAG00000097707","ENSDARG00000071341","NA","abch1","abch1",NA,NA,"abch1"
"ENSSSAG00000097711","ENSDARG00000056743","ENSG00000170681","cavin4b","cavin4b","CAVIN4","CAVIN4","cavin4"
"ENSSSAG00000097715","ENSDARG00000007315","ENSG00000120802|ENSG00000186007","tmpoa","tmpoa","TMPO","TMPO|LEMD1","tmpoa"
"ENSSSAG00000097728","ENSDARG00000059388","ENSG00000161267","bdh1","bdh1","BDH1","BDH1","bdh1"
"ENSSSAG00000097729","ENSDARG00000074293","ENSG00000101126","adnpb","adnpb","ADNP","ADNP","adnp"
"ENSSSAG00000097739","ENSDARG00000043553","ENSG00000053254","ches1","ches1","FOXN3","FOXN3","foxn3"
"ENSSSAG00000097742","ENSDARG00000109568","ENSG00000160539","PLPP7","PLPP7","PLPP7","PLPP7","plpp7"
"ENSSSAG00000097743","ENSDARG00000009899","ENSG00000161642","znf385a","znf385a","ZNF385A","ZNF385A","znf385a"
"ENSSSAG00000097751","ENSDARG00000096755","NA","si:ch211-202p1","si:ch211-202p1.5",NA,NA,"si:ch211-202p1"
"ENSSSAG00000097756","ENSDARG00000110736","NA",NA,"",NA,NA,NA
"ENSSSAG00000097766","ENSDARG00000007285","ENSG00000173141","mrpl57","mrpl57","MRPL57","MRPL57","mrpl57"
"ENSSSAG00000097768","ENSDARG00000060477","ENSG00000156931","vps8","vps8","VPS8","VPS8","vps8"
"ENSSSAG00000097775","ENSDARG00000004109|ENSDARG00000056798|ENSDARG00000103273|ENSDARG00000110702","ENSG00000112763","zgc:123297","|zgc:123297|zgc:162154","BTN2A1","BTN2A1","btn2a1"
"ENSSSAG00000097782","ENSDARG00000089824","ENSG00000147145","lpar4","lpar4","LPAR4","LPAR4","lpar4"
"ENSSSAG00000097783","ENSDARG00000013800","NA","snrpd3","snrpd3",NA,NA,"snrpd3"
"ENSSSAG00000097785","ENSDARG00000041376","ENSG00000178966","rmi1","rmi1","RMI1","RMI1","rmi1"
"ENSSSAG00000097788","ENSDARG00000089981","ENSG00000118518","rnf146","rnf146","RNF146","RNF146","rnf146"
"ENSSSAG00000097790","ENSDARG00000013528","ENSG00000111877","mcm9","mcm9","MCM9","MCM9","mcm9"
"ENSSSAG00000097792","ENSDARG00000055439","NA","adamtsl7","adamtsl7",NA,NA,"adamtsl7"
"ENSSSAG00000097795","ENSDARG00000097596","NA","tac3b","tac3b",NA,NA,"tac3b"
"ENSSSAG00000097801","ENSDARG00000070132","NA","aste1a","aste1a",NA,NA,"aste1a"
"ENSSSAG00000097807","ENSDARG00000075824","ENSG00000164944","virma","virma","VIRMA","VIRMA","virma"
"ENSSSAG00000097810","ENSDARG00000020176","ENSG00000236104","zbtb22a","zbtb22a","ZBTB22","ZBTB22","zbtb22"
"ENSSSAG00000097820","ENSDARG00000062745","NA","socs5b","socs5b",NA,NA,"socs5b"
"ENSSSAG00000097843","ENSDARG00000004301|ENSDARG00000068653","ENSG00000177105","rhoga","rhogb|rhoga","RHOG","RHOG","rhog"
"ENSSSAG00000097847","ENSDARG00000038422","ENSG00000197217","entpd4","entpd4","ENTPD4","ENTPD4","entpd4"
"ENSSSAG00000097848","ENSDARG00000044852","ENSG00000183066","wbp2nl","wbp2nl","WBP2NL","WBP2NL","wbp2nl"
"ENSSSAG00000097858","ENSDARG00000013961","ENSG00000136868","slc31a1","slc31a1","SLC31A1","SLC31A1","slc31a1"
"ENSSSAG00000097862","ENSDARG00000105098","ENSG00000117505","dr1","dr1","DR1","DR1","dr1"
"ENSSSAG00000097864","ENSDARG00000015851","ENSG00000100941","pnn","pnn","PNN","PNN","pnn"
"ENSSSAG00000097867","ENSDARG00000052625","ENSG00000119782","fkbp1b","fkbp1b","FKBP1B","FKBP1B","fkbp1b"
"ENSSSAG00000097868","ENSDARG00000011701|ENSDARG00000039173|ENSDARG00000074306|ENSDARG00000075527|ENSDARG00000079376|ENSDARG00000087651|ENSDARG00000089750|ENSDARG00000089806|ENSDARG00000094559|ENSDARG00000095072|ENSDARG00000095254|ENSDARG00000095744|ENSDARG00000100833","NA","ctslb","ctsll||ctslb|zgc:174154|zgc:174153|si:dkey-26g8.5|si:dkey-239j18.3|zgc:174855|si:dkey-26g8.4|si:dkey-239j18.2|si:dkey-269i1.4|ctslb.4",NA,NA,"ctslb"
"ENSSSAG00000097870","ENSDARG00000069850","NA","mrpl30","mrpl30",NA,NA,"mrpl30"
"ENSSSAG00000097871","ENSDARG00000078768","NA","abhd15a","abhd15a",NA,NA,"abhd15a"
"ENSSSAG00000097874","ENSDARG00000035508","ENSG00000125492","barhl1a","barhl1a","BARHL1","BARHL1","barhl1"
"ENSSSAG00000097876","ENSDARG00000087241","ENSG00000178473|ENSG00000145040","ucn3l","ucn3l","UCN3","UCN3|UCN2","ucn3l"
"ENSSSAG00000097878","ENSDARG00000080840","NA",NA,"",NA,NA,NA
"ENSSSAG00000097881","ENSDARG00000008377","ENSG00000072134","epn2","epn2","EPN2","EPN2","epn2"
"ENSSSAG00000097883","ENSDARG00000039234","NA","zgc:171579","zgc:171579",NA,NA,"zgc:171579"
"ENSSSAG00000097886","ENSDARG00000057286","ENSG00000133789","swap70b","swap70b","SWAP70","SWAP70","swap70"
"ENSSSAG00000097891","ENSDARG00000101703","ENSG00000189157","zgc:158260","zgc:158260","FAM47E","FAM47E","fam47e"
"ENSSSAG00000097892","ENSDARG00000100636","ENSG00000244462","rbm12","rbm12","RBM12","RBM12","rbm12"
"ENSSSAG00000097893","ENSDARG00000111977","NA","gjd1a","gjd1a",NA,NA,"gjd1a"
"ENSSSAG00000097899","ENSDARG00000067567","ENSG00000010379","SLC6A13","SLC6A13","SLC6A13","SLC6A13","slc6a13"
"ENSSSAG00000097902","ENSDARG00000091124","ENSG00000187051","rps19bp1","rps19bp1","RPS19BP1","RPS19BP1","rps19bp1"
"ENSSSAG00000097911","ENSDARG00000102701","NA","eva1ba","eva1ba",NA,NA,"eva1ba"
"ENSSSAG00000097915","ENSDARG00000044339","ENSG00000102218","rp2","rp2","RP2","RP2","rp2"
"ENSSSAG00000097919","ENSDARG00000039615","ENSG00000107831","fgf8b","fgf8b","FGF8","FGF8","fgf8"
"ENSSSAG00000097923","ENSDARG00000076313","NA","si:ch211-240l19","si:ch211-240l19.7",NA,NA,"si:ch211-240l19"
"ENSSSAG00000097927","ENSDARG00000059486","ENSG00000166569","cplx4b","cplx4b","CPLX4","CPLX4","cplx4"
"ENSSSAG00000097931","ENSDARG00000082154","ENSG00000283705","mir92a-2","mir92a-2","MIR92A1","MIR92A1","mir92a1"
"ENSSSAG00000097938","ENSDARG00000098639","ENSG00000183010|ENSG00000143811","pycr1b","pycr1b","PYCR1","PYCR1|PYCR2","pycr1b"
"ENSSSAG00000097940","ENSDARG00000035719","NA","arl5c","arl5c",NA,NA,"arl5c"
"ENSSSAG00000097942","ENSDARG00000008403","ENSG00000173868","phospho1","phospho1","PHOSPHO1","PHOSPHO1","phospho1"
"ENSSSAG00000097944","ENSDARG00000017665","NA","snrkb","snrkb",NA,NA,"snrkb"
"ENSSSAG00000097945","ENSDARG00000101324","ENSG00000118137","apoa1b","apoa1b","APOA1","APOA1","apoa1"
"ENSSSAG00000097959","ENSDARG00000063195","ENSG00000168297","pxk","pxk","PXK","PXK","pxk"
"ENSSSAG00000097966","ENSDARG00000105042","NA","cldn10l2","cldn10l2",NA,NA,"cldn10l2"
"ENSSSAG00000097970","ENSDARG00000062122","ENSG00000109790","klhl5","klhl5","KLHL5","KLHL5","klhl5"
"ENSSSAG00000097974","ENSDARG00000082168|ENSDARG00000083597","ENSG00000283824","dre-mir-22a","mir22a-2|dre-mir-22a","MIR22","MIR22","mir22"
"ENSSSAG00000097975","ENSDARG00000098623","ENSG00000198331","hyls1","hyls1","HYLS1","HYLS1","hyls1"
"ENSSSAG00000097983","ENSDARG00000016742","ENSG00000186479","rgs7bpb","rgs7bpb","RGS7BP","RGS7BP","rgs7bp"
"ENSSSAG00000097984","ENSDARG00000057679","ENSG00000178188","sh2b1","sh2b1","SH2B1","SH2B1","sh2b1"
"ENSSSAG00000097988","ENSDARG00000087941","ENSG00000073417","pde8a","pde8a","PDE8A","PDE8A","pde8a"
"ENSSSAG00000097995","ENSDARG00000040474","ENSG00000086300","snx10b","snx10b","SNX10","SNX10","snx10"
"ENSSSAG00000098002","ENSDARG00000042643|ENSDARG00000059056|ENSDARG00000109567","ENSG00000172461","ft1","FUT9|ft1|ft2","FUT9","FUT9","fut9"
"ENSSSAG00000098004","ENSDARG00000067601","ENSG00000149182","arfgap2","arfgap2","ARFGAP2","ARFGAP2","arfgap2"
"ENSSSAG00000098005","ENSDARG00000053260","NA","zgc:113090","zgc:113090",NA,NA,"zgc:113090"
"ENSSSAG00000098006","ENSDARG00000045692","ENSG00000134283","pphln1","pphln1","PPHLN1","PPHLN1","pphln1"
"ENSSSAG00000098007","ENSDARG00000040778|ENSDARG00000113643","ENSG00000144118","ralb","ralba|ralbb","RALB","RALB","ralb"
"ENSSSAG00000098010","ENSDARG00000003616","ENSG00000166233","arih1","arih1","ARIH1","ARIH1","arih1"
"ENSSSAG00000098022","ENSDARG00000069640","ENSG00000150630","vegfc","vegfc","VEGFC","VEGFC","vegfc"
"ENSSSAG00000098027","ENSDARG00000076246","ENSG00000143363","prune","prune","PRUNE1","PRUNE1","prune1"
"ENSSSAG00000098029","ENSDARG00000081636","ENSG00000211137","dre-mir-190a","dre-mir-190a","MIR190A","MIR190A","mir190a"
"ENSSSAG00000098033","ENSDARG00000037291","ENSG00000133884","dpf2l","dpf2l","DPF2","DPF2","dpf2"
"ENSSSAG00000098038","ENSDARG00000077179","ENSG00000150676","ccdc83","ccdc83","CCDC83","CCDC83","ccdc83"
"ENSSSAG00000098039","ENSDARG00000059227|ENSDARG00000103398","ENSG00000163586","fabp1b","fabp1b.1|fabp1b.2","FABP1","FABP1","fabp1"
"ENSSSAG00000098044","ENSDARG00000073902","NA","ptpn9b","ptpn9b",NA,NA,"ptpn9b"
"ENSSSAG00000098049","ENSDARG00000077022","ENSG00000175182","fam131aa","fam131aa","FAM131A","FAM131A","fam131a"
"ENSSSAG00000098052","ENSDARG00000070484","NA","zgc:195001","zgc:195001",NA,NA,"zgc:195001"
"ENSSSAG00000098058","ENSDARG00000102353","ENSG00000213782","ddx47","ddx47","DDX47","DDX47","ddx47"
"ENSSSAG00000098062","ENSDARG00000039959","ENSG00000168621","gdnfa","gdnfa","GDNF","GDNF","gdnf"
"ENSSSAG00000098064","ENSDARG00000053260","NA","zgc:113090","zgc:113090",NA,NA,"zgc:113090"
"ENSSSAG00000098065","ENSDARG00000078600","NA","ldlrad3","ldlrad3",NA,NA,"ldlrad3"
"ENSSSAG00000098075","ENSDARG00000056617","ENSG00000156313","rpgra","rpgra","RPGR","RPGR","rpgr"
"ENSSSAG00000098082","ENSDARG00000015278","ENSG00000136040","plxnc1","plxnc1","PLXNC1","PLXNC1","plxnc1"
"ENSSSAG00000098085","ENSDARG00000017180","ENSG00000141458","npc1","npc1","NPC1","NPC1","npc1"
"ENSSSAG00000098087","ENSDARG00000019907","ENSG00000136982","dscc1","dscc1","DSCC1","DSCC1","dscc1"
"ENSSSAG00000098088","ENSDARG00000096687","ENSG00000182901","rgs7b","rgs7b","RGS7","RGS7","rgs7"
"ENSSSAG00000098089","ENSDARG00000077044","ENSG00000144746","arl6ip5a","arl6ip5a","ARL6IP5","ARL6IP5","arl6ip5"
"ENSSSAG00000098091","ENSDARG00000004836","ENSG00000101152","dnajc5ab","dnajc5ab","DNAJC5","DNAJC5","dnajc5"
"ENSSSAG00000098103","ENSDARG00000070150","ENSG00000143543","jtb","jtb","JTB","JTB","jtb"
"ENSSSAG00000098107","ENSDARG00000083357","ENSG00000283165","mir203b","mir203b","MIR203B","MIR203B","mir203b"
"ENSSSAG00000098114","ENSDARG00000105201","ENSG00000078549","adcyap1r1a","adcyap1r1a","ADCYAP1R1","ADCYAP1R1","adcyap1r1"
"ENSSSAG00000098118","ENSDARG00000060092","NA","zgc:165481","zgc:165481",NA,NA,"zgc:165481"
"ENSSSAG00000098125","ENSDARG00000089382|ENSDARG00000110028|ENSDARG00000112295|ENSDARG00000112791|ENSDARG00000114100|ENSDARG00000114779|ENSDARG00000115978","NA","zgc:158463","zgc:158463|",NA,NA,"zgc:158463"
"ENSSSAG00000098128","ENSDARG00000114999","NA",NA,"",NA,NA,NA
"ENSSSAG00000098132","ENSDARG00000019013","ENSG00000125492","barhl1b","barhl1b","BARHL1","BARHL1","barhl1"
"ENSSSAG00000098137","ENSDARG00000079688","ENSG00000090905","tnrc6a","tnrc6a","TNRC6A","TNRC6A","tnrc6a"
"ENSSSAG00000098143","ENSDARG00000037872","ENSG00000164916","foxk1","foxk1","FOXK1","FOXK1","foxk1"
"ENSSSAG00000098144","ENSDARG00000009459","ENSG00000100036","slc35e4","slc35e4","SLC35E4","SLC35E4","slc35e4"
"ENSSSAG00000098146","ENSDARG00000016704|ENSDARG00000026359","ENSG00000108187","pbld","pbld|pbld2","PBLD","PBLD","pbld"
"ENSSSAG00000098147","ENSDARG00000110874","ENSG00000166897","ELFN2","ELFN2","ELFN2","ELFN2","elfn2"
"ENSSSAG00000098149","ENSDARG00000041295","ENSG00000105370","lim2","lim2.5","LIM2","LIM2","lim2"
"ENSSSAG00000098152","ENSDARG00000015807","ENSG00000124209","rab22a","rab22a","RAB22A","RAB22A","rab22a"
"ENSSSAG00000098153","ENSDARG00000096386|ENSDARG00000096430|ENSDARG00000113059","NA","ighv9-1","ighv9-3|ighv9-1|ighv9-4",NA,NA,"ighv9-1"
"ENSSSAG00000098155","ENSDARG00000016263","ENSG00000156599","zdhhc5a","zdhhc5a","ZDHHC5","ZDHHC5","zdhhc5"
"ENSSSAG00000098156","ENSDARG00000113064","NA","kcnt2b","kcnt2b",NA,NA,"kcnt2b"
"ENSSSAG00000098157","ENSDARG00000082746|ENSDARG00000085364|ENSDARG00000085732","NA","5S_rRNA","5S_rRNA",NA,NA,"5s_rrna"
"ENSSSAG00000098158","ENSDARG00000096271","ENSG00000144369","fam171b","fam171b","FAM171B","FAM171B","fam171b"
"ENSSSAG00000098169","ENSDARG00000074575","NA","ppp1r9alb","ppp1r9alb",NA,NA,"ppp1r9alb"
"ENSSSAG00000098173","ENSDARG00000101171","ENSG00000167100",NA,"","SAMD14","SAMD14","samd14"
"ENSSSAG00000098176","ENSDARG00000075592","ENSG00000163154","tnfaip8l2a","tnfaip8l2a","TNFAIP8L2","TNFAIP8L2","tnfaip8l2"
"ENSSSAG00000098177","ENSDARG00000102012","ENSG00000213639","ppp1cbl","ppp1cbl","PPP1CB","PPP1CB","ppp1cb"
"ENSSSAG00000098183","ENSDARG00000059349","ENSG00000103942","homer2","homer2","HOMER2","HOMER2","homer2"
"ENSSSAG00000098188","ENSDARG00000051875","ENSG00000129009","islr2","islr2","ISLR","ISLR","islr"
"ENSSSAG00000098190","ENSDARG00000029832","ENSG00000145217","slc26a1","slc26a1","SLC26A1","SLC26A1","slc26a1"
"ENSSSAG00000098194","ENSDARG00000091418","ENSG00000115234","snx17","snx17","SNX17","SNX17","snx17"
"ENSSSAG00000098195","ENSDARG00000062053","ENSG00000198954","kifbp","kifbp","KIFBP","KIFBP","kifbp"
"ENSSSAG00000098197","ENSDARG00000014796","ENSG00000085741","wnt11","wnt11","WNT11","WNT11","wnt11"
"ENSSSAG00000098198","ENSDARG00000076280","ENSG00000131771","ppp1r1b","ppp1r1b","PPP1R1B","PPP1R1B","ppp1r1b"
"ENSSSAG00000098200","ENSDARG00000060115","ENSG00000175928","lrrn1","lrrn1","LRRN1","LRRN1","lrrn1"
"ENSSSAG00000098225","ENSDARG00000096386|ENSDARG00000096430|ENSDARG00000113059","NA","ighv9-1","ighv9-3|ighv9-1|ighv9-4",NA,NA,"ighv9-1"
"ENSSSAG00000098226","ENSDARG00000098451","ENSG00000152078","tlcd4a","tlcd4a","TLCD4","TLCD4","tlcd4"
"ENSSSAG00000098227","ENSDARG00000078954","ENSG00000204231","rxrba","rxrba","RXRB","RXRB","rxrb"
"ENSSSAG00000098228","ENSDARG00000036558","ENSG00000182871","col18a1a","col18a1a","COL18A1","COL18A1","col18a1"
"ENSSSAG00000098229","ENSDARG00000042529","ENSG00000134183","gnat2","gnat2","GNAT2","GNAT2","gnat2"
"ENSSSAG00000098231","ENSDARG00000111069","ENSG00000153012","lgi2a","lgi2a","LGI2","LGI2","lgi2"
"ENSSSAG00000098234","ENSDARG00000103663","ENSG00000131669","ninj1","ninj1","NINJ1","NINJ1","ninj1"
"ENSSSAG00000098238","ENSDARG00000070448","ENSG00000125388","grk4","grk4","GRK4","GRK4","grk4"
"ENSSSAG00000098239","ENSDARG00000022000","NA","traf3","traf3",NA,NA,"traf3"
"ENSSSAG00000098242","ENSDARG00000055443","ENSG00000147905","zcchc7","zcchc7","ZCCHC7","ZCCHC7","zcchc7"
"ENSSSAG00000098245","ENSDARG00000039563","ENSG00000115318","loxl3b","loxl3b","LOXL3","LOXL3","loxl3"
"ENSSSAG00000098249","ENSDARG00000104120","NA","si:cabz01021435","si:cabz01021435.5",NA,NA,"si:cabz01021435"
"ENSSSAG00000098250","ENSDARG00000083885","NA",NA,"",NA,NA,NA
"ENSSSAG00000098255","ENSDARG00000059972","ENSG00000125970","raly","raly","RALY","RALY","raly"
"ENSSSAG00000098258","ENSDARG00000043396","NA","fndc4a","fndc4a",NA,NA,"fndc4a"
"ENSSSAG00000098259","ENSDARG00000071347","ENSG00000119844","aftphb","aftphb","AFTPH","AFTPH","aftph"
"ENSSSAG00000098260","ENSDARG00000063108|ENSDARG00000088906|ENSDARG00000104284","NA",NA,"",NA,NA,NA
"ENSSSAG00000098261","ENSDARG00000017494","ENSG00000106799","tgfbr1a","tgfbr1a","TGFBR1","TGFBR1","tgfbr1"
"ENSSSAG00000098267","ENSDARG00000077926","NA","nopchap1","nopchap1",NA,NA,"nopchap1"
"ENSSSAG00000098275","ENSDARG00000010602","NA","zgc:112294","zgc:112294",NA,NA,"zgc:112294"
"ENSSSAG00000098277","ENSDARG00000103984","ENSG00000100055","cyth4b","cyth4b","CYTH4","CYTH4","cyth4"
"ENSSSAG00000098279","ENSDARG00000002483","ENSG00000154764","wnt7ab","wnt7ab","WNT7A","WNT7A","wnt7a"
"ENSSSAG00000098283","ENSDARG00000006353","ENSG00000161638","itga5","itga5","ITGA5","ITGA5","itga5"
"ENSSSAG00000098284","ENSDARG00000045705","ENSG00000197889","meig1","meig1","MEIG1","MEIG1","meig1"
"ENSSSAG00000098285","ENSDARG00000108118","NA","chrna10b","chrna10b",NA,NA,"chrna10b"
"ENSSSAG00000098287","ENSDARG00000103831","ENSG00000118454","ankrd13c","ankrd13c","ANKRD13C","ANKRD13C","ankrd13c"
"ENSSSAG00000098288","ENSDARG00000043918","NA",NA,"",NA,NA,NA
"ENSSSAG00000098294","ENSDARG00000019765","ENSG00000146963","zgc:158803","zgc:158803","LUC7L2","LUC7L2","luc7l2"
"ENSSSAG00000098296","ENSDARG00000025903|ENSDARG00000041060|ENSDARG00000069058|ENSDARG00000087311|ENSDARG00000093059","ENSG00000006659|ENSG00000249861|ENSG00000105198","lgals9l1","lgals9l1|lgals9l3|lgals9l4|lgals9l5|lgals9l6","LGALS14","LGALS14|LGALS16|LGALS13","lgals9l1"
"ENSSSAG00000098297","ENSDARG00000086324","ENSG00000114405","CEP15","CEP15","CEP15","CEP15","cep15"
"ENSSSAG00000098301","ENSDARG00000102147","ENSG00000145780","fem1c","fem1c","FEM1C","FEM1C","fem1c"
"ENSSSAG00000098303","ENSDARG00000098065","ENSG00000199130","mir365-1","mir365-1","MIR365A","MIR365A","mir365a"
"ENSSSAG00000098312","ENSDARG00000033953|ENSDARG00000035506","ENSG00000054179","entpd2a","entpd2a.2|entpd2a.1","ENTPD2","ENTPD2","entpd2"
"ENSSSAG00000098326","ENSDARG00000074317","ENSG00000177706","fam20ca","fam20ca","FAM20C","FAM20C","fam20c"
"ENSSSAG00000098327","ENSDARG00000030563","NA","zgc:77880","zgc:77880",NA,NA,"zgc:77880"
"ENSSSAG00000098329","ENSDARG00000074161","ENSG00000100354","tnrc6ba","tnrc6ba","TNRC6B","TNRC6B","tnrc6b"
"ENSSSAG00000098334","ENSDARG00000102061","ENSG00000162630","b3galt2","b3galt2","B3GALT2","B3GALT2","b3galt2"
"ENSSSAG00000098337","ENSDARG00000024693","ENSG00000176018","lysmd3","lysmd3","LYSMD3","LYSMD3","lysmd3"
"ENSSSAG00000098339","ENSDARG00000070119","ENSG00000178971","ctc1","ctc1","CTC1","CTC1","ctc1"
"ENSSSAG00000098343","ENSDARG00000013881","ENSG00000038210","pi4k2b","pi4k2b","PI4K2B","PI4K2B","pi4k2b"
"ENSSSAG00000098351","ENSDARG00000115038","ENSG00000012124","si:dkey-4c23","si:dkey-4c23.5","CD22","CD22","cd22"
"ENSSSAG00000098361","ENSDARG00000078707","NA","sema7a","sema7a",NA,NA,"sema7a"
"ENSSSAG00000098366","ENSDARG00000052746","NA","grinab","grinab",NA,NA,"grinab"
"ENSSSAG00000098367","ENSDARG00000074661","ENSG00000164850","gper1","gper1","GPER1","GPER1","gper1"
"ENSSSAG00000098370","ENSDARG00000036584","ENSG00000101638","st8sia5","st8sia5","ST8SIA5","ST8SIA5","st8sia5"
"ENSSSAG00000098374","ENSDARG00000006553","ENSG00000126458","rras","rras","RRAS","RRAS","rras"
"ENSSSAG00000098377","ENSDARG00000077187","ENSG00000112706","impg1a","impg1a","IMPG1","IMPG1","impg1"
"ENSSSAG00000098379","ENSDARG00000079907","NA","ptger4c","ptger4c",NA,NA,"ptger4c"
"ENSSSAG00000098382","ENSDARG00000020956","ENSG00000100889","pck2","pck2","PCK2","PCK2","pck2"
"ENSSSAG00000098384","ENSDARG00000052129","ENSG00000176720","boka","boka","BOK","BOK","bok"
"ENSSSAG00000098390","ENSDARG00000026829","ENSG00000103187","cotl1","cotl1","COTL1","COTL1","cotl1"
"ENSSSAG00000098392","ENSDARG00000044767","ENSG00000182612","tspan10","tspan10","TSPAN10","TSPAN10","tspan10"
"ENSSSAG00000098393","ENSDARG00000074074","ENSG00000173456","rnf26","rnf26","RNF26","RNF26","rnf26"
"ENSSSAG00000098395","ENSDARG00000099889","ENSG00000198842","dusp27","dusp27","STYXL2","STYXL2","styxl2"
"ENSSSAG00000098397","ENSDARG00000063596","ENSG00000071462","bud23","bud23","BUD23","BUD23","bud23"
"ENSSSAG00000098405","ENSDARG00000039338","ENSG00000179271","gadd45gip1","gadd45gip1","GADD45GIP1","GADD45GIP1","gadd45gip1"
"ENSSSAG00000098407","ENSDARG00000077546","ENSG00000159714","zdhhc1","zdhhc1","ZDHHC1","ZDHHC1","zdhhc1"
"ENSSSAG00000098409","ENSDARG00000037906","ENSG00000125652","alkbh7","alkbh7","ALKBH7","ALKBH7","alkbh7"
"ENSSSAG00000098412","ENSDARG00000037455","ENSG00000174607","ugt8","ugt8","UGT8","UGT8","ugt8"
"ENSSSAG00000098413","ENSDARG00000037871","ENSG00000157954","wipi2","wipi2","WIPI2","WIPI2","wipi2"
"ENSSSAG00000098414","ENSDARG00000005754","ENSG00000142949","ptprfb","ptprfb","PTPRF","PTPRF","ptprf"
"ENSSSAG00000098420","ENSDARG00000037406","ENSG00000157796","wdr19","wdr19","WDR19","WDR19","wdr19"
"ENSSSAG00000098421","ENSDARG00000013460","ENSG00000127578","wfikkn2a","wfikkn2a","WFIKKN1","WFIKKN1","wfikkn1"
"ENSSSAG00000098423","ENSDARG00000077812","ENSG00000198743|ENSG00000293606","slc5a3b","slc5a3b","SLC5A3","SLC5A3|","slc5a3b"
"ENSSSAG00000098425","ENSDARG00000005230","ENSG00000163479","ssr2","ssr2","SSR2","SSR2","ssr2"
"ENSSSAG00000098427","ENSDARG00000008019|ENSDARG00000023369","NA","mxd","mxg|mxd",NA,NA,"mxd"
"ENSSSAG00000098430","ENSDARG00000087916","ENSG00000205090","tmem240a","tmem240a","TMEM240","TMEM240","tmem240"
"ENSSSAG00000098433","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000098449","ENSDARG00000004460","ENSG00000121644","desi2","desi2","DESI2","DESI2","desi2"
"ENSSSAG00000098451","ENSDARG00000070621","ENSG00000188610|ENSG00000196550|ENSG00000263513|ENSG00000215784","FAM72A","FAM72A","FAM72B","FAM72B|FAM72A|FAM72C|FAM72D","fam72a"
"ENSSSAG00000098453","ENSDARG00000040490","ENSG00000162999","dusp19a","dusp19a","DUSP19","DUSP19","dusp19"
"ENSSSAG00000098455","ENSDARG00000079472","ENSG00000164220","F2RL2","F2RL2","F2RL2","F2RL2","f2rl2"
"ENSSSAG00000098456","ENSDARG00000027822","NA","tmtops2b","tmtops2b",NA,NA,"tmtops2b"
"ENSSSAG00000098459","ENSDARG00000053365","ENSG00000071082","rpl31","rpl31","RPL31","RPL31","rpl31"
"ENSSSAG00000098462","ENSDARG00000100846","NA","fgf21","fgf21",NA,NA,"fgf21"
"ENSSSAG00000098466","ENSDARG00000081895|ENSDARG00000084209","NA",NA,"",NA,NA,NA
"ENSSSAG00000098468","ENSDARG00000111877","ENSG00000106635","bcl7ba","bcl7ba","BCL7B","BCL7B","bcl7b"
"ENSSSAG00000098472","ENSDARG00000013628","ENSG00000135535","cd164","cd164","CD164","CD164","cd164"
"ENSSSAG00000098474","ENSDARG00000059387","ENSG00000140285","fgf7","fgf7","FGF7","FGF7","fgf7"
"ENSSSAG00000098479","ENSDARG00000010437","ENSG00000183508","tent5c","tent5c","TENT5C","TENT5C","tent5c"
"ENSSSAG00000098482","ENSDARG00000086254","NA","hhla2b","hhla2b.2",NA,NA,"hhla2b"
"ENSSSAG00000098483","ENSDARG00000091169","ENSG00000198113","tor4ab","tor4ab","TOR4A","TOR4A","tor4a"
"ENSSSAG00000098485","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000098492","ENSDARG00000099445","ENSG00000154222","cc2d1b","cc2d1b","CC2D1B","CC2D1B","cc2d1b"
"ENSSSAG00000098497","ENSDARG00000094763","ENSG00000185149","npy2r","npy2r","NPY2R","NPY2R","npy2r"
"ENSSSAG00000098498","ENSDARG00000074451","ENSG00000121211","mnd1","mnd1","MND1","MND1","mnd1"
"ENSSSAG00000098499","ENSDARG00000006604","ENSG00000177707","nectin3b","nectin3b","NECTIN3","NECTIN3","nectin3"
"ENSSSAG00000098501","ENSDARG00000010002","NA","gna11a","gna11a",NA,NA,"gna11a"
